#family
Wednesday,25 May 2011,12:35:10,3109.64
Wednesday,25 May 2011,12:35:20,3120.15
Wednesday,25 May 2011,12:35:31,3120.22
Wednesday,25 May 2011,12:35:41,3119.87
Wednesday,25 May 2011,12:35:51,3119.03
Wednesday,25 May 2011,12:36:2,3118.22
Wednesday,25 May 2011,12:36:12,3120.08
Wednesday,25 May 2011,12:36:22,3111.88
Wednesday,25 May 2011,12:36:33,3110.39
Wednesday,25 May 2011,12:36:43,3111.31
Wednesday,25 May 2011,12:36:53,3109.27
Wednesday,25 May 2011,12:37:3,3111.44
Wednesday,25 May 2011,12:37:14,3111.98
Wednesday,25 May 2011,12:37:24,3108.93
Wednesday,25 May 2011,12:37:34,3113.91
Wednesday,25 May 2011,12:37:45,3110.07
Wednesday,25 May 2011,12:37:55,3099.70
Wednesday,25 May 2011,12:38:5,3096.64
Wednesday,25 May 2011,12:38:16,3099.93
Wednesday,25 May 2011,12:38:26,3098.22
Wednesday,25 May 2011,12:38:36,3097.58
Wednesday,25 May 2011,12:38:47,3099.15
Wednesday,25 May 2011,12:38:58,989.62
Wednesday,25 May 2011,12:39:9,5312.05
Wednesday,25 May 2011,12:39:19,4733.93
Wednesday,25 May 2011,12:39:29,4489.72
Wednesday,25 May 2011,12:39:40,4615.70
Wednesday,25 May 2011,12:39:50,4526.40
Wednesday,25 May 2011,12:40:0,4543.60
Wednesday,25 May 2011,12:40:11,4532.29
Wednesday,25 May 2011,12:40:21,4516.63
Wednesday,25 May 2011,12:40:31,4562.54
Wednesday,25 May 2011,12:40:42,4549.58
Wednesday,25 May 2011,12:40:52,4578.27
Wednesday,25 May 2011,12:41:3,3551.70
Wednesday,25 May 2011,12:41:13,3558.13
Wednesday,25 May 2011,12:41:23,3568.20
Wednesday,25 May 2011,12:41:33,3555.17
Wednesday,25 May 2011,12:41:44,3552.05
Wednesday,25 May 2011,12:41:54,3570.67
Wednesday,25 May 2011,12:42:5,4383.38
Wednesday,25 May 2011,12:42:15,4403.75
Wednesday,25 May 2011,12:42:25,4386.32
Wednesday,25 May 2011,12:42:36,4383.12
Wednesday,25 May 2011,12:42:46,4381.16
Wednesday,25 May 2011,12:42:56,5393.45
Wednesday,25 May 2011,12:43:7,5380.41
Wednesday,25 May 2011,12:43:17,5371.51
Wednesday,25 May 2011,12:43:27,4560.57
Wednesday,25 May 2011,12:43:38,4557.42
Wednesday,25 May 2011,12:43:48,4560.88
Wednesday,25 May 2011,12:43:58,4561.36
Wednesday,25 May 2011,12:44:9,4564.11
Wednesday,25 May 2011,12:44:19,4547.50
Wednesday,25 May 2011,12:44:29,4551.65
Wednesday,25 May 2011,12:44:40,4550.98
Wednesday,25 May 2011,12:44:50,4554.36
Wednesday,25 May 2011,12:45:0,4549.79
Wednesday,25 May 2011,12:45:11,4565.64
Wednesday,25 May 2011,12:45:21,4547.72
Wednesday,25 May 2011,12:45:32,4550.58
Wednesday,25 May 2011,12:45:42,4551.78
Wednesday,25 May 2011,12:45:52,4549.74
Wednesday,25 May 2011,12:46:2,5377.70
Wednesday,25 May 2011,12:46:13,5288.11
Wednesday,25 May 2011,12:46:23,5285.13
Wednesday,25 May 2011,12:46:33,5284.85
Wednesday,25 May 2011,12:46:44,5281.53
Wednesday,25 May 2011,12:46:54,5285.43
Wednesday,25 May 2011,12:47:4,5289.48
Wednesday,25 May 2011,12:47:15,5291.46
Wednesday,25 May 2011,12:47:25,5292.54
Wednesday,25 May 2011,12:47:35,4471.95
Wednesday,25 May 2011,12:47:46,4475.77
Wednesday,25 May 2011,12:47:56,3470.96
Wednesday,25 May 2011,12:48:6,3473.91
Wednesday,25 May 2011,12:48:17,3465.63
Wednesday,25 May 2011,12:48:27,3469.40
Wednesday,25 May 2011,12:48:37,3462.18
Wednesday,25 May 2011,12:48:47,3469.29
Wednesday,25 May 2011,12:48:58,3468.91
Wednesday,25 May 2011,12:49:8,3466.14
Wednesday,25 May 2011,12:49:18,3469.59
Wednesday,25 May 2011,12:49:30,3463.08
Wednesday,25 May 2011,12:49:39,3464.44
Wednesday,25 May 2011,12:49:49,4465.63
Wednesday,25 May 2011,12:50:0,5295.54
Wednesday,25 May 2011,12:50:10,5459.83
Wednesday,25 May 2011,12:50:20,5456.16
Wednesday,25 May 2011,12:50:30,5445.89
Wednesday,25 May 2011,12:50:41,5455.20
Wednesday,25 May 2011,12:50:51,5446.66
Wednesday,25 May 2011,12:51:1,5441.93
Wednesday,25 May 2011,12:51:12,5445.98
Wednesday,25 May 2011,12:51:22,5460.05
Wednesday,25 May 2011,12:51:32,4615.90
Wednesday,25 May 2011,12:51:43,4614.70
Wednesday,25 May 2011,12:51:53,4633.56
Wednesday,25 May 2011,12:52:3,4635.58
Wednesday,25 May 2011,12:52:14,4633.14
Wednesday,25 May 2011,12:52:24,4620.17
Wednesday,25 May 2011,12:52:34,4616.79
Wednesday,25 May 2011,12:52:45,4613.65
Wednesday,25 May 2011,12:52:55,4620.67
Wednesday,25 May 2011,12:53:5,4628.83
Wednesday,25 May 2011,12:53:16,4623.59
Wednesday,25 May 2011,12:53:26,4622.35
Wednesday,25 May 2011,12:53:36,4616.87
Wednesday,25 May 2011,12:53:47,4620.69
Wednesday,25 May 2011,12:53:57,4619.01
Wednesday,25 May 2011,12:54:7,5441.93
Wednesday,25 May 2011,12:54:18,5442.71
Wednesday,25 May 2011,12:54:28,5452.68
Wednesday,25 May 2011,12:54:38,4445.28
Wednesday,25 May 2011,12:54:49,4443.16
Wednesday,25 May 2011,12:54:59,4449.62
Wednesday,25 May 2011,12:55:9,4448.56
Wednesday,25 May 2011,12:55:20,4452.83
Wednesday,25 May 2011,12:55:30,3607.88
Wednesday,25 May 2011,12:55:40,3602.87
Wednesday,25 May 2011,12:55:51,3618.74
Wednesday,25 May 2011,12:56:1,3613.98
Wednesday,25 May 2011,12:56:11,3614.72
Wednesday,25 May 2011,12:56:22,3611.28
Wednesday,25 May 2011,12:56:32,4617.54
Wednesday,25 May 2011,12:56:42,4610.24
Wednesday,25 May 2011,12:56:53,4616.48
Wednesday,25 May 2011,12:57:5,4598.32
Wednesday,25 May 2011,12:57:13,4621.75
Wednesday,25 May 2011,12:57:24,4605.15
Wednesday,25 May 2011,12:57:34,4618.58
Wednesday,25 May 2011,12:57:44,4600.59
Wednesday,25 May 2011,12:57:55,4618.59
Wednesday,25 May 2011,12:58:5,5431.17
Wednesday,25 May 2011,12:58:15,5440.37
Wednesday,25 May 2011,12:58:26,5303.69
Wednesday,25 May 2011,12:58:36,5307.55
Wednesday,25 May 2011,12:58:46,5310.51
Wednesday,25 May 2011,12:58:57,5304.11
Wednesday,25 May 2011,12:59:7,5311.45
Wednesday,25 May 2011,12:59:17,5302.72
Wednesday,25 May 2011,12:59:28,5313.09
Wednesday,25 May 2011,12:59:38,4471.80
Wednesday,25 May 2011,12:59:48,4473.36
Wednesday,25 May 2011,12:59:59,4486.80
Wednesday,25 May 2011,13:0:9,4490.67
Wednesday,25 May 2011,13:0:19,4480.78
Wednesday,25 May 2011,13:0:30,4490.78
Wednesday,25 May 2011,13:0:40,4472.81
Wednesday,25 May 2011,13:0:50,4413.59
Wednesday,25 May 2011,13:1:1,4402.92
Wednesday,25 May 2011,13:1:11,4404.53
Wednesday,25 May 2011,13:1:21,3412.78
Wednesday,25 May 2011,13:1:32,3430.09
Wednesday,25 May 2011,13:1:42,3432.86
Wednesday,25 May 2011,13:1:52,3442.22
Wednesday,25 May 2011,13:2:3,3869.58
Wednesday,25 May 2011,13:2:13,4224.01
Wednesday,25 May 2011,13:2:23,4211.63
Wednesday,25 May 2011,13:2:33,4226.86
Wednesday,25 May 2011,13:2:44,4220.47
Wednesday,25 May 2011,13:2:54,4234.65
Wednesday,25 May 2011,13:3:4,4215.47
Wednesday,25 May 2011,13:3:15,5231.39
Wednesday,25 May 2011,13:3:25,5210.84
Wednesday,25 May 2011,13:3:35,4398.79
Wednesday,25 May 2011,13:3:46,4394.57
Wednesday,25 May 2011,13:3:56,4396.10
Wednesday,25 May 2011,13:4:6,4398.98
Wednesday,25 May 2011,13:4:17,4387.44
Wednesday,25 May 2011,13:4:27,4392.14
Wednesday,25 May 2011,13:4:37,4394.68
Wednesday,25 May 2011,13:4:48,4395.26
Wednesday,25 May 2011,13:4:58,4392.22
Wednesday,25 May 2011,13:5:8,4391.91
Wednesday,25 May 2011,13:5:19,4390.93
Wednesday,25 May 2011,13:5:29,4383.75
Wednesday,25 May 2011,13:5:39,4384.67
Wednesday,25 May 2011,13:5:50,4388.09
Wednesday,25 May 2011,13:6:0,4392.00
Wednesday,25 May 2011,13:6:11,5215.23
Wednesday,25 May 2011,13:6:21,5220.26
Wednesday,25 May 2011,13:6:31,5224.08
Wednesday,25 May 2011,13:6:42,5226.43
Wednesday,25 May 2011,13:6:52,5220.47
Wednesday,25 May 2011,13:7:2,5225.90
Wednesday,25 May 2011,13:7:13,5227.14
Wednesday,25 May 2011,13:7:23,5215.38
Wednesday,25 May 2011,13:7:33,5227.25
Wednesday,25 May 2011,13:7:44,4395.97
Wednesday,25 May 2011,13:7:54,4380.96
Wednesday,25 May 2011,13:8:4,3373.13
Wednesday,25 May 2011,13:8:15,3387.96
Wednesday,25 May 2011,13:8:25,3386.80
Wednesday,25 May 2011,13:8:35,3388.32
Wednesday,25 May 2011,13:8:45,3395.05
Wednesday,25 May 2011,13:8:56,3389.42
Wednesday,25 May 2011,13:9:6,3394.73
Wednesday,25 May 2011,13:9:16,3395.54
Wednesday,25 May 2011,13:9:27,3396.19
Wednesday,25 May 2011,13:9:37,3398.25
Wednesday,25 May 2011,13:9:47,3392.90
Wednesday,25 May 2011,13:9:58,4401.82
Wednesday,25 May 2011,13:10:8,4400.62
Wednesday,25 May 2011,13:10:18,5228.39
Wednesday,25 May 2011,13:10:29,5226.30
Wednesday,25 May 2011,13:10:39,5220.65
Wednesday,25 May 2011,13:10:49,5222.58
Wednesday,25 May 2011,13:11:0,2137.10
Wednesday,25 May 2011,13:11:10,2128.17
Wednesday,25 May 2011,13:11:20,2136.49
Wednesday,25 May 2011,13:11:30,2136.90
Wednesday,25 May 2011,13:11:41,1302.06
Wednesday,25 May 2011,13:11:51,1295.71
Wednesday,25 May 2011,13:12:1,1291.27
Wednesday,25 May 2011,13:12:11,1300.40
Wednesday,25 May 2011,13:12:22,1299.03
Wednesday,25 May 2011,13:12:32,1286.70
Wednesday,25 May 2011,13:12:42,1302.67
Wednesday,25 May 2011,13:12:52,1296.07
Wednesday,25 May 2011,13:13:2,1301.41
Wednesday,25 May 2011,13:13:12,1299.05
Wednesday,25 May 2011,13:13:23,1303.15
Wednesday,25 May 2011,13:13:33,1290.44
Wednesday,25 May 2011,13:13:43,1297.69
Wednesday,25 May 2011,13:13:54,1282.29
Wednesday,25 May 2011,13:14:4,1302.63
Wednesday,25 May 2011,13:14:14,1298.94
Wednesday,25 May 2011,13:14:24,1129.97
Wednesday,25 May 2011,13:14:35,1125.17
Wednesday,25 May 2011,13:14:45,1115.18
Wednesday,25 May 2011,13:14:55,1119.88
Wednesday,25 May 2011,13:15:5,1123.51
Wednesday,25 May 2011,13:15:15,1126.54
Wednesday,25 May 2011,13:15:25,1118.06
Wednesday,25 May 2011,13:15:35,1293.20
Wednesday,25 May 2011,13:15:46,460.96
Wednesday,25 May 2011,13:15:56,457.19
Wednesday,25 May 2011,13:16:6,452.51
Wednesday,25 May 2011,13:16:17,740.02
Wednesday,25 May 2011,13:16:27,1452.96
Wednesday,25 May 2011,13:16:37,1451.91
Wednesday,25 May 2011,13:16:48,1458.64
Wednesday,25 May 2011,13:16:58,1454.88
Wednesday,25 May 2011,13:17:8,1436.94
Wednesday,25 May 2011,13:17:19,1451.56
Wednesday,25 May 2011,13:17:29,1451.69
Wednesday,25 May 2011,13:17:39,1447.15
Wednesday,25 May 2011,13:17:49,1448.96
Wednesday,25 May 2011,13:18:0,1445.98
Wednesday,25 May 2011,13:18:10,1447.04
Wednesday,25 May 2011,13:18:21,1447.53
Wednesday,25 May 2011,13:18:31,2283.88
Wednesday,25 May 2011,13:18:41,2893.10
Wednesday,25 May 2011,13:18:51,2381.73
Wednesday,25 May 2011,13:19:2,2357.53
Wednesday,25 May 2011,13:19:12,2360.89
Wednesday,25 May 2011,13:19:22,2365.45
Wednesday,25 May 2011,13:19:33,2359.33
Wednesday,25 May 2011,13:19:43,2377.76
Wednesday,25 May 2011,13:19:53,1536.02
Wednesday,25 May 2011,13:20:3,1541.93
Wednesday,25 May 2011,13:20:14,1538.96
Wednesday,25 May 2011,13:20:24,1541.84
Wednesday,25 May 2011,13:20:35,1544.19
Wednesday,25 May 2011,13:20:46,554.02
Wednesday,25 May 2011,13:20:56,554.31
Wednesday,25 May 2011,13:21:6,550.71
Wednesday,25 May 2011,13:21:17,542.93
Wednesday,25 May 2011,13:21:27,556.12
Wednesday,25 May 2011,13:21:37,550.98
Wednesday,25 May 2011,13:21:47,552.63
Wednesday,25 May 2011,13:21:58,555.72
Wednesday,25 May 2011,13:22:8,440.99
Wednesday,25 May 2011,13:22:18,437.62
Wednesday,25 May 2011,13:22:30,434.68
Wednesday,25 May 2011,13:22:40,1437.05
Wednesday,25 May 2011,13:22:51,1440.59
Wednesday,25 May 2011,13:23:1,2273.49
Wednesday,25 May 2011,13:23:11,2275.40
Wednesday,25 May 2011,13:23:21,2269.36
Wednesday,25 May 2011,13:23:32,2280.66
Wednesday,25 May 2011,13:23:42,2280.65
Wednesday,25 May 2011,13:23:52,2145.83
Wednesday,25 May 2011,13:24:3,2145.31
Wednesday,25 May 2011,13:24:13,1308.68
Wednesday,25 May 2011,13:24:23,1306.08
Wednesday,25 May 2011,13:24:33,1326.91
Wednesday,25 May 2011,13:24:43,1315.49
Wednesday,25 May 2011,13:24:53,1313.04
Wednesday,25 May 2011,13:25:3,1317.69
Wednesday,25 May 2011,13:25:13,1309.78
Wednesday,25 May 2011,13:25:23,1316.00
Wednesday,25 May 2011,13:25:34,1306.35
Wednesday,25 May 2011,13:25:44,1298.95
Wednesday,25 May 2011,13:25:54,1318.58
Wednesday,25 May 2011,13:26:4,1317.11
Wednesday,25 May 2011,13:26:14,1313.37
Wednesday,25 May 2011,13:26:24,1310.85
Wednesday,25 May 2011,13:26:34,1310.50
Wednesday,25 May 2011,13:26:45,1307.99
Wednesday,25 May 2011,13:27:5,306.65
Wednesday,25 May 2011,13:27:15,305.90
Wednesday,25 May 2011,13:27:25,307.76
Wednesday,25 May 2011,13:27:35,306.09
Wednesday,25 May 2011,13:27:45,306.57
Wednesday,25 May 2011,13:27:55,306.26
Wednesday,25 May 2011,13:28:5,306.34
Wednesday,25 May 2011,13:28:16,301.42
Wednesday,25 May 2011,13:28:26,300.38
Wednesday,25 May 2011,13:28:37,307.35
Wednesday,25 May 2011,13:28:47,292.20
Wednesday,25 May 2011,13:28:57,1319.02
Wednesday,25 May 2011,13:29:8,1302.68
Wednesday,25 May 2011,13:29:18,1299.73
Wednesday,25 May 2011,13:29:28,1309.99
Wednesday,25 May 2011,13:29:38,1293.75
Wednesday,25 May 2011,13:29:48,1311.17
Wednesday,25 May 2011,13:29:59,1298.15
Wednesday,25 May 2011,13:30:9,1293.96
Wednesday,25 May 2011,13:30:19,1311.43
Wednesday,25 May 2011,13:30:29,1295.97
Wednesday,25 May 2011,13:30:39,1310.49
Wednesday,25 May 2011,13:30:50,1310.16
Wednesday,25 May 2011,13:31:0,1291.35
Wednesday,25 May 2011,13:31:11,1308.32
Wednesday,25 May 2011,13:31:20,1302.35
Wednesday,25 May 2011,13:31:30,1282.68
Wednesday,25 May 2011,13:31:42,1305.91
Wednesday,25 May 2011,13:31:51,1298.57
Wednesday,25 May 2011,13:32:1,1302.00
Wednesday,25 May 2011,13:32:11,1301.47
Wednesday,25 May 2011,13:32:21,1293.27
Wednesday,25 May 2011,13:32:32,1293.94
Wednesday,25 May 2011,13:32:42,1292.92
Wednesday,25 May 2011,13:32:52,1284.57
Wednesday,25 May 2011,13:33:2,1284.04
Wednesday,25 May 2011,13:33:12,1297.49
Wednesday,25 May 2011,13:33:23,413.42
Wednesday,25 May 2011,13:33:34,300.67
Wednesday,25 May 2011,13:33:44,300.94
Wednesday,25 May 2011,13:33:54,292.39
Wednesday,25 May 2011,13:34:4,299.21
